service_id_number,service_name_en,service_name_fr,external_internal,service_type,service_description_en,service_description_fr,responsibility_area_en,responsibility_area_fr,authority_en,authority_fr,program_name_en,program_name_fr,program_id_number,service_owner,service_agreements,client_target_groups,cra_business_number,volumes_per_channel_online,volumes_per_channel_telephone,volumes_per_channel_in_person,volumes_per_channel_mail,user_fee,targets_published_en,targets_published_fr,e_registration,e_authentication,e_application,e_decision,e_issuance,e_feedback,interaction_points_online,interaction_points_total,percentage_online,owner_org,owner_org_title
2017-2018-ESDC-035,Administration of the Corrections and Conditional Release Regulations ,Application du Règlement sur le système correctionnel et la mise en liberté sous condition ,IN,HR,"If a claim is admitted by CSC, FWCS will examine the claim, make an assessment if the claimant has a disability and if so, FWCS will determine the degree of permanency of the disability in accordance with the disability rating schedule and policies in place at the time the disability is assessed. Once FWCS has assessed and evaluated the injury, FWCS will send all the information it obtained concerning the claim along with a report of its assessment to CSC for their review and final decision. ","Dans le cas où le prestataire a une invalidité, le Service fédéral d’indemnisation des accidentés du travail détermine le degré de permanence de l'invalidité conformément à la fiche d'évaluation des invalidités et aux politiques en place au moment de l'évaluation de l'invalidité. Une fois que le Service s évalué la blessure, il envoit  toute l’information recueillie sur la réclamation et un rapport de son évaluation au SCC aux fins d’examen et de prise de décision finale.",Labour,Travail,Corrrection and Conditional Release Regulation ,Règlement sur le système correctionnel et la mise en liberté sous condition ,Federal Workers' Compensation Program,Programme fédéral d’indemnisation des accidentés du travail,2.1.2.2,141,Y,IG,NA,0,NA,0,0,N,N,N,NA,N,N,N,N,N,0,5,0,esdc-edsc,Employment and Social Development Canada | Emploi et Développement social Canada
2017-2018-ESDC-036,Legislated Employment Equity Program (LEEP),Programme légiféré d’équité en matière d’emploi,EX,REG,"This service helps employers being regulated ensure that they are compliant with the Employment Equity Act, and it helps the four designated employment equity groups (women, Aboriginal peoples, persons with disabilities and members of visible minorities) ensure that they are fairly represented in the workplace. 

Notes on Volumes:

Online: Number of annual reports received from employers online or through email. We do not receive reports by any other means. ","Ce service aide les employeurs sous réglementation fédérale à s'assurer de leur conformité à la Loi sur l'équité en matière d'emploi, et il aide les quatre groupes visés par l’équité en matière d’emploi (femmes, Autochtones, personnes handicapées et membres d’un groupe de minorité visible) à veiller à ce qu'ils soient correctement représentés dans le milieu de travail.

Notes sur les volumes:

En ligne : Nombre de rapports annuels d'employeurs reçus en ligne ou par courriel. Nous ne recevons pas de rapport par d'autres modes de prestation de services. ",Labour,Travail,Employment Equity Act,Loi sur l’équité en matière d’emploi,"Labour
(Workplace Equity)",Travail  (Équité en milieu de travail),2.1.3.2,141,N,"ES,PP",N,486,NA,NA,NA,N,N,N,Y,N,Y,Y,Y,Y,5,6,83,esdc-edsc,Employment and Social Development Canada | Emploi et Développement social Canada
2017-2018-ESDC-037,Federal Contractors Program (FCP),Programme de contrats fédéraux,EX,REG,"This service helps employers who are awarded federal government contracts ensure that they are compliant with Treasury Board’s Contracting Policy, and it helps the four designated employment equity groups (women, Aboriginal peoples, persons with disabilities and members of visible minorities) ensure that they are fairly represented in the workplace. 

Notes on Volumes:

Online: Number of annual reports received from employers online or through email. We do not receive reports by any other means. ","Ce service aide les employeurs qui se sont vu octroyer des contrats du gouvernement fédéral à s'assurer de leur conformité à la Politique sur les marchés du Conseil du Trésor, et il aide les quatre groupes visés par l’équité en matière d’emploi (femmes, Autochtones, personnes handicapées et membres d’un groupe de minorité visible) à s'assurer qu'ils soient correctement représentés dans le milieu de travail.

Notes sur les volumes:

En ligne : Nombre de rapports annuels d'employeurs reçus en ligne ou par courriel. Nous ne recevons pas de rapport par d'autres modes de prestation de services. ",Labour,Travail,Employment Equity Act                        Treasury Board Contracting Policy: Appendix D,Loi sur l’équité en matière d’emploi                        Politique du Conseil du Trésor sur les marchés : Annexe D,"Labour
(Workplace Equity)",Travail  (Équité en milieu de travail),2.1.3.2,141,N,"ES,PP",Y,280,NA,NA,NA,N,N,N,Y,N,Y,Y,Y,Y,5,6,83,esdc-edsc,Employment and Social Development Canada | Emploi et Développement social Canada
2017-2018-ESDC-038,Labour Standards,Normes du travail,EX,REG,"The Labour Standards program sets conditions of employment for employees and employers under federal jurisdiction. These standards include, but are not limited to, provisions on hours of work, minimum wages, vacation and general holidays, termination notice, severance pay, unjust dismissal and various types of leave.  Services provided include the treatment of monetary and non-monetary complaints as well as those related to genetic discrimination and unjust dismissal. For employers, services include treatment of requests for excess hours permits or waivers of group termination of employment provisions.

Notes on Volumes:

Telephone: Phone calls/enquiries","Le Programme des normes du travail établit les conditions d'emploi pour les employés et les employeurs sous réglementation fédérale. Ces normes incluent entre autres les dispositions sur les heures de travail, le salaire minimum, les vacances et les journées fériées, les avis de cessation d'emploi, l'indemnité de cessation d'emploi, les congédiements injustes et divers types de congés. Les services offerts comprennent le traitement des plaintes monétaires et non monétaires ainsi que des plaintes liées à la discrimination génétique et au congédiement injuste. Pour les employeurs, les services comprennent le traitement des demandes de dérogation pour dépassement du temps maximal de travail ou pour l'abolition des dispositions sur les mises à pied massives.

Notes sur les volumes:

Par téléphone : Appels téléphoniques/demandes de renseignements",Labour,Travail,Part III of the Canada Labour Code,Partie III du Code canadien du travail,"Labour 
(Labour Standards)",Travail (Normes du travail),3.1.3.1,141,N,"ES,PP",N,NA,16277,48,4000,N,Y,O,N,N,N,N,N,N,0,6,0,esdc-edsc,Employment and Social Development Canada | Emploi et Développement social Canada
2017-2018-ESDC-040,Canada Disability Savings Grant and Canada Disability Savings Bond ,Subvention canadienne pour l’épargne-invalidité et Bon canadien pour l’épargne-invalidité,EX,AD,"This is a Tier 2 service (1-800 O-Canada is Tier 1) where individuals and organizations can inquire about the Canada Disability Savings Grant and/or Bond.

Notes on Volumes:

Online: Email correspondence","Il s'agit d'un service de deuxième pallier (le 1-800 O-Canada est un service de premier pallier) pour lequel les particuliers et les organisations peuvent demander des renseignements sur la Subvention canadienne pour l’épargne-invalidité ou le Bon canadien pour l’épargne-invalidité.

Notes sur les volumes:

En ligne : Correspondance par courriel",ISSD,DGSRDS,Canada Disability Savings Act and Canada Disability Savings Regulations,Loi canadienne sur l’épargne-invalidité et Règlement sur l’épargne-invalidité,Canada Disability Savings Program ,Programme canadien pour l’épargne-invalidité ,3.1.3.1 & 3.1.3.2,141,Y,PP,NA,652,35517,NA,52,N,Y,O,NA,NA,NA,NA,NA,Y,1,1,100,esdc-edsc,Employment and Social Development Canada | Emploi et Développement social Canada
2017-2018-ISED-027,Issuing radio operator certificates,Délivrance de certificats d'opérateur radio,EX,REG,"The program issues professional radio operator certificates and amateur radio operator certificates by determining the proficiency of individuals to operate radio apparatus.  The certificates allow individuals to operate radio apparatus in the maritime, aeronautical and amateur radio services as prescribed in the Radio communication Regulations.","Le programme permet de délivrer des certificats d'opérateur radio professionnel et des certificats d'opérateur radio amateur en déterminant la compétence des personnes à utiliser les appareils radio.  Les certificats permettent aux particuliers de faire fonctionner des appareils radio dans les services maritimes, aéronautiques et radioamateurs, conformément au Règlement sur les radiocommunications.","Spectrum and Telecommunications Sector (Formerly Spectrum, Information Technologies and Telecommunications)","Secteur du spectre et des télécommunications (Anciennement Secteur du spectre, des technologies de l'information et des télécommunications)","Radiocommunication Act, Radiocommunication Regulations, Telecommunications Act","Loi sur la radiocommunication, Loi sur la radiocommunication, Loi sur les télécommunications",Spectrum Management and Regulation,Gestion du Spectre et Règlements,1.3.2,230,Y,PP,N,9400,NA,NA,4400,N,Yes http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html#sec6,Oui http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html,Y,Y,Y,Y,Y,Y,6,6,100,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-026,Issuing radio / spectrum licences,Délivrance de licences de spectre,EX,REG,The program provides access to spectrum by issuing radio and spectrum licences.,Le programme donne accès au spectre en émettant des licences radio et du spectre.,"Spectrum and Telecommunications Sector (Formerly Spectrum, Information Technologies and Telecommunications)","Secteur du spectre et des télécommunications (Anciennement Secteur du spectre, des technologies de l'information et des télécommunications)","Radiocommunication Act, Radiocommunication Regulations, Telecommunications Act","Loi sur la radiocommunication, Loi sur la radiocommunication, Loi sur les télécommunications",Spectrum Management and Regulation,Gestion du Spectre et Règlements,1.3.2,230,Y,"ES,FE,IO,PP,PTC",N,4200,NA,NA,10300,N,Yes http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html#sec5,Oui http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html,Y,Y,Y,Y,Y,Y,6,6,100,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-029,Radio and terminal equipment certification,Homologation de l'équipement radio et du matériel terminal,EX,REG,"The program assesses, registers and lists all radio and telecommunications apparatus that meet applicable technical standards","Le programme évalue, enregistre et énumère tous les appareils de radio et de télécommunications qui répondent aux normes techniques applicables.","Spectrum and Telecommunications Sector (Formerly Spectrum, Information Technologies and Telecommunications)","Secteur du spectre et des télécommunications (Anciennement Secteur du spectre, des technologies de l'information et des télécommunications)","Radiocommunication Act, Radiocommunication Regulations, Telecommunications Act","Loi sur la radiocommunication, Loi sur la radiocommunication, Loi sur les télécommunications",Spectrum Management and Regulation,Gestion du spectre et réglementation du spectre,1.3.2,230,Y,ES,N,6000,5000,0,7000,Y,Yes http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html#sec5,Oui http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html#sec5,Y,Y,Y,Y,Y,Y,6,6,100,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-022,Authorized Service Provider Renewal,Renouvellement d'un fournisseur de services autorisé,EX,REG,"Measurement Canada grants organizations who comply with ISO-based criteria the authority to test and certify measuring devices in accordance with legislative requirements. Once recognition status is granted, an annual renewal licence fee is charged for authorized service providers who continue to comply with program criteria.","Mesures Canada accorde aux organismes qui se conforment aux critères de l'ISO le pouvoir de mettre à l'essai et de certifier les appareils de mesure conformément aux exigences législatives. Une fois le statut de reconnaissance accordé, des frais annuels de renouvellement de licence sont facturés aux fournisseurs de services autorisés qui continuent de se conformer aux critères du programme.","Small Business, Tourism and Marketplace Services","Services axés sur le marché, le tourisme et la petite entreprise",Weights and Measures Act and Regulations Electricity and Gas Inspection Act and Regulations,"Loi et Règlement sur les poids et mesures, et Loi et Règlement sur l'inspection de l'électricité et du gaz ",Trade Measurement,Mesure commerciale,1.1.1,230,N,ES,N,0,0,NA,220,Y,Yes https://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm03952.html#AlternativeServiceDelivery,Oui https://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm03952.html#Diversification,N,N,N,N,N,N,0,6,0,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-032,Community Futures Program,Programme de développement des collectivités,EX,RES,FedNor's Community Futures Program supports 24 Community Futures Development Corporations (CFDCs) in Northern Ontario. CFDCs offer a wide variety of programs and services supporting community economic development and small business growth,Le Programme de développement des collectivités de FedNor appuie 24 Sociétés d'aide au développement des collectivités (SADC) dans le Nord de l'Ontario. Les SADC offrent une vaste gamme de programmes et de services à l'appui du développement économique communautaire et de la croissance des petites entreprises.,Strategy and Innovation Policy Sector (Formerly Strategic Policy Sector),Secteur des stratégies et politiques  d'innovation (Anciennement Secteur de la politique stratégique) ,Department of Industry Act,Loi sur le ministère de l’Industrie,Northern Ontario Economic Development,Développement économique du Nord de l'Ontario,3.3.1,230,N,IO,Y,1,NA,0,7,N,No,Non,NA,NA,NA,NA,NA,NA,0,0,0,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-034,Canada 150 Community Infrastructure Program (CIP 150),Programme d'infra-structure commun-autaire de Canada 150,EX,RES,"The Canada 150 Community Infrastructure Program (CIP150) provides funding to support the improvement of community infrastructure that provides community and cultural benefits for the public, including projects that ensure a better future for Aboriginal peoples and promote a clean-growth economy.","Le Programme d'infrastructure communautaire Canada 150 (PIC150) finance l'amélioration de l'infrastructure communautaire qui procure des avantages communautaires et culturels au public, y compris des projets qui assurent un meilleur avenir aux peuples autochtones et favorisent une économie à croissance propre.",Strategy and Innovation Policy Sector (Formerly Strategic Policy Sector),Secteur des stratégies et politiques  d'innovation (Anciennement Secteur de la politique stratégique) ,Department of Industry Act,Loi sur le ministère de l’Industrie,Northern Ontario Economic Development,Développement économique du Nord de l'Ontario,3.3.1,230,N,"IO,PTC",Y,NA,NA,0,132,N,No,Non,N,N,N,N,N,N,0,6,0,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-021,Complaint Investigation of Suspected Inaccurate Measurement,Enquête sur les  plaintes concernant les mesures inexactes soupçonnées ,EX,REG,"Measurement Canada investigation of consumer and business complaints of suspected inaccurate measurement involving scales, gas pumps, electricity and natural gas meters, and other measuring devices, and some types of prepackaged products.","Enquête de Mesures Canada sur les plaintes des consommateurs et des entreprises concernant des mesures inexactes soupçonnées comprenant des balances, des pompes à essence, des compteurs d'électricité et de gaz naturel et d'autres appareils de mesure, ainsi que certains types de produits préemballés.","Small Business, Tourism and Marketplace Services","Services axés sur le marché, le tourisme et la petite entreprise",Weights and Measures Act and Regulations Electricity and Gas Inspection Act and Regulations,"Loi et Règlement sur les poids et mesures, et Loi et Règlement sur l'inspection de l'électricité et du gaz",Trade Measurement,Mesure commerciale,1.1.1,230,N,"ES,PP",N,1450,200,0,0,N,Yes https://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm03952.html,Oui https://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm03952.html,N,N,Y,N,N,N,1,6,17,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-015,BizPaL,PerLE,EX,RES,BizPaL is an online service that provides entrepreneurs with tailored information on the permits and licences they need to start and operate their business. The BizPaL servrice operates as a standalone website and as a web service that is repurposed on over 400 websites that serve small businesses and entrepreneurs.,"PerLE est un service en ligne qui simplifie les procédures d’obtention de permis et de licences et les autres formalités de conformité à la réglementation des entreprises pour les entrepreneurs, les gouvernements et les tiers qui fournissent des services aux entreprises. Le service a pour buts principaux de réduire le temps de recherche documentaire et d’aider les entrepreneurs à lancer leur entreprise plus rapidement. ",Digital Transformation Services Sector,Secteur des services de transformation numérique,No legislation for this service.,Pas de législation pour ce service,Service for Business,Service aux entreprises,3.1.2,230,Y,ES,N,NA,NA,NA,NA,N,Yes https://www.bizpal.ca/,Oui https://www.bizpal.ca/fr/,NA,NA,NA,NA,NA,Y,1,1,100,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-014,Canada Business Network,Réseau Entreprises Canada,EX,RES,"The Canada Business Network (CBN) is a curator of information and advisory services for entrepreneurs and small businesses seeking federal, provincial and territorial programs, services, permits, licences and regulations to start, manage and grow a business.","Le Réseau Entreprises Canada (RCC) est un conservateur de l'information et des services consultatifs pour les entrepreneurs et les petites entreprises à la recherche de programmes, de services, de permis, de licences et de règlements fédéraux, provinciaux et territoriaux pour démarrer, gérer et faire croître une entreprise.",Digital Transformation Services Sector,Secteur des services de transformation numérique,No legislation for this service.,Pas de législation pour ce service,Service for Business,Service aux entreprises,3.1.2,230,Y,ES,N,NA,NA,NA,NA,N,Yes https://canadabusiness.ca/,Oui https://entreprisescanada.ca/fr/,NA,NA,NA,NA,NA,Y,1,1,100,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-020,Measuring Device Prototype Approvals,Approbation des prototypes d'appareils de mesure ,EX,REG,"All prototype measuring devices (e.g., gas pumps, scales, electricity meters, natural gas meters) intended for use in measurement-based financial transactions (trade measurement) must be evaluated and approved by Measurement Canada before they can be used in the Canadian marketplace. Measurement Canada issues a type approval once it has been confirmed the device complies with all applicable legal requirements. This type approval is legal confirmation the device is approved for trade measurement use in Canada.","Tous les prototypes d'appareils de mesure (p. ex. pompes à essence, balances, compteurs d'électricité, compteurs de gaz naturel) destinés à être utilisés dans des transactions financières fondées sur des mesures (mesure commerciale) doivent être évalués et approuvés par Mesures Canada avant d'être utilisés sur le marché canadien. Mesures Canada délivre une approbation de type une fois qu'il a été confirmé que l'appareil est conforme à toutes les exigences légales applicables. Cette approbation de type est la confirmation légale que l'appareil est approuvé en vue d'une utilisation pour la mesure commerciale au Canada.","Small Business, Tourism and Marketplace Services","Services axés sur le marché, le tourisme et la petite entreprise",Weights and Measures Act and Regulations Electricity and Gas Inspection Act and Regulations,"Loi et Règlement sur les poids et mesures, et Loi et Règlement sur l'inspection de l'électricité et du gaz",Trade Measurement,Mesure commerciale,1.1.1,230,N,ES,N,300,0,0,100,Y,Yes https://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm03952.html,Oui https://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm03952.html,N,N,Y,N,N,N,1,6,17,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-009,Web Services Centre,Centre de services Web,EX,AD,"As part of its services, CMB provides corporate contact centre services to citizens and the international community in support of ISED programs and services advertised via www.ic.gc.ca and www.canada.ca.","Dans le cadre de ses services, la DGCM offre aux citoyens et à la communauté internationale des services de centres de contact d'entreprise à l'appui des programmes et des services ISDE annoncés par l'entremise des sites Web suivants: http://www.ic.gc.ca/eic/site/icgc.nsf/fra/accueil et https://www.canada.ca/fr.html",Communications and Marketing Branch,Direction générale des communications et du marketing,Policy on Communications and Federal Identity,Politique sur les communications et l'image de marque,Internal Services,Services internes,4.2,230,N,"ES,IO,PP",Y,9166,20575,NA,8,N,Yes http://www.ic.gc.ca/eic/site/icgc.nsf/eng/07543.html,Oui http://www.ic.gc.ca/eic/site/icgc.nsf/fra/07543.html,NA,NA,NA,NA,NA,Y,1,1,100,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-002,Information Centre - Law enforcement,Centre d'information - Application de la loi,EX,AD,The Information Centre is responsible for providing information on the laws under the Competition Bureau's jurisdiction and for capturing complaints that may lead to formal investigations.,Le Centre d'information est chargé de fournir de l'information sur les lois relevant de la compétence du Bureau de la concurrence et de recueillir les plaintes pouvant mener à des enquêtes officielles.,Competition Bureau,Bureau de la concurrence Canada,No legislation for this service,Pas de législation pour ce service,Competition Law Enforcement,Application du droit de la concurrence,1.2.1,230,N,PP,Y,4554,6389,NA,146,N,"No, there are no service standards or performance targets for information requests","Non, il n'y a pas de normes de service ou d'objectifs de rendement pour les demandes d'information.",NA,N,NA,NA,NA,Y,1,2,50,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-011,Automotive Innovation Fund,Fonds d'innovation pour le secteur de l'automobile ,EX,RES,"The Automotive Innovation Fund (AIF), supports automotive firms' strategic, large-scale research and development (R&D) projects to build innovative, greener, more fuel-efficient vehicles.","Le Fonds d'innovation pour le secteur automobile (FIA) appuie les projets stratégiques de recherche et de développement (R-D) à grande échelle des entreprises du secteur de l'automobile afin de construire des véhicules novateurs, plus écologiques et plus éconergétiques.",Industry Sector (Formerly Innovation Canada),Secteur de l'industrie (anciennement Innovation Canada),Department of Industry Act,Loi sur le ministère de l’Industrie,Automotive Innovation,Innovation automobile,2.2.1,230,N,ES,Y,3,0,0,0,N,No,Non,N,N,N,N,Y,N,1,6,17,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-030,Broadband Program,Programme pour les services à Large Bande,EX,RES,"The Government of Canada is committed to increasing high-speed broadband coverage for rural Canadians. Enhancing and extending access will create new employment opportunities for rural and northern Canadians by increasing their ability to participate in the digital economy. Budget 2016 committed $500 million over five years for a new program to extend and enhance broadband services in rural and remote communities. Investment in quality broadband networks will extend access to innovative services that improve education, health care, productivity and local quality of life.","Le gouvernement du Canada s'est engagé à accroître la couverture à large bande à haute vitesse pour les Canadiens des régions rurales. L'amélioration et l'élargissement de l'accès créeront de nouvelles possibilités d'emploi pour les Canadiens des régions rurales et du Nord en augmentant leur capacité de participer à l'économie numérique. Le budget de 2016 prévoyait 500 millions de dollars sur cinq ans pour un nouveau programme visant à étendre et à améliorer les services à large bande dans les collectivités rurales et éloignées. L'investissement dans des réseaux à large bande de qualité élargira l'accès à des services novateurs qui améliorent l'éducation, les soins de santé, la productivité et la qualité de vie locale.","Digital Transformation Service Sector (Formerly Spectrum, Information Technologies and Telecommunications Sector)","Secteur du Service de transformation num.rique (Anciennement Secteur du spectre, des technologies de l'information et des télécommunications)","Bill C15, Budget Implementation Act, Budget 2016","Projet de loi c-15, Loi d'exécution du budget de 2016",Connect to Innovate,Brancher pour innover,3.3.2,230,N,"ES,IO,PP,PTC",Y,895,NA,NA,1,N,No,Non,NA,NA,Y,NA,Y,Y,3,3,100,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-028,Issuing broadcasting certificates,Délivrance de certificats de radiodiffusion,EX,REG,The program issues broadcasting certificates for radio apparatus that form part of a broadcasting undertaking.,Le programme délivre des certificats de radiodiffusion pour les appareils radio qui font partie d'une entreprise de radiodiffusion.,"Spectrum and Telecommunications Sector (Formerly Spectrum, Information Technologies and Telecommunications)","Secteur du spectre et des télécommunications (Anciennement Secteur du spectre, des technologies de l'information et des télécommunications)","Radiocommunication Act, Radiocommunication Regulations, Telecommunications Act","Loi sur la radiocommunication, Loi sur la radiocommunication, Loi sur les télécommunications",Spectrum Management and Regulation,Gestion du Spectre et Règlements,1.3.2,230,N,"ES,IO,PP,PTC",N,1,NA,NA,200,N,No,Non,Y,Y,Y,Y,Y,Y,6,6,100,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-025,Contributions Program for Non-Profit and Voluntary Organizations,Programme de contributions pour les organisations sans but lucratif de consommateurs et de bénévoles,EX,RES,"This service provides financial support to non-profit and voluntary organizations in the production of high quality, independent and timely research on consumer issues. Organizations compete for the funding.  Funding is awarded on the basis of merit.","Ce service offre un soutien financier aux organismes sans but lucratif de consommateurs  et de bénévoles pour la production de recherches de haute qualité, indépendantes et opportunes sur les questions de consommation. Les organismes concourent pour le financement.  Le financement est accordé en fonction du mérite.","Small Business, Tourism Marketplace Services","Services axés sur le marché, le tourisme et la petite entreprises",Department of Industry Act,Loi sur le ministère de l’Industrie,Consumer Affairs,Service aux entreprises du Bureau de la consommation,1.1.6,230,N,IO,Y,67,NA,NA,NA,N,Yes http://www.ic.gc.ca/eic/site/oca-bc.nsf/eng/ca02873.html,Oui http://www.ic.gc.ca/eic/site/oca-bc.nsf/fra/ca02873.html,N,N,Y,Y,Y,Y,4,6,67,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-024,Trustee Licence Renewal.,Renouvellement de Licence Des Syndics Autorisés en Insolvabilité (SAI),EX,REG,"Licensed Insolvency Trustees (LITs) are qualified and experienced professionals licensed by the Superintendent of Bankruptcy to manage the administration of insolvent estates and act as officers of the court pursuant to the BIA and CCAA. The annual renewal of a LIT’s licence, which requires the Superintendent’s approval and the payment of prescribed fees, are facilitated by the OSB Licence Administration Application (OLAA), a web-based, self-serve portal.","Les Syndics Autorisés en Insolvabilité (SAI) titulaires d'une licence sont des professionnels qualifiés et expérimentés autorisés par le surintendant des faillites à administrer les procédures d’insolvabilité réglementées par le gouvernement et à agir à titre d’ officier du tribunal en vertu de la LFI et de la LACC. Le renouvellement annuel d’une licence d'un SAI, qui nécessite l'approbation du surintendant et le paiement des droits prescrits, est facilité par L’Application pour l’administration des licences du BSF, un portail Web libre-service.","Small Business, Tourism Marketplace Services","Services axés sur le marché, le tourisme et la petite entreprises",Bankruptcy and Insolvency Act,Loi sur la faillite et l’insolvabilité,Insolvency,l’Insolvabilité,1.1.2,230,N,"ES,PP",N,1000,NA,NA,NA,Y,No,Non,Y,Y,Y,Y,Y,Y,6,6,100,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-023,Bankruptcy and Insolvency Records Search,Recherche de dossiers de faillite et d'insolvabilité,EX,REG,The Office of the Superintendent of Bankruptcy (OSB) provides access to the public record of insolvency filings in Canada under the Bankruptcy and Insolvency Act (BIA) and the Companies' Creditors Arrangement Act (CCAA).,Le Bureau du surintendant des faillites (BSF) donne accès au dossier public des dépôts d'insolvabilité au Canada en vertu de la Loi sur la faillite et l'insolvabilité (LFI) et de la Loi sur les arrangements avec les créanciers des compagnies (LACC).,"Small Business, Tourism Marketplace Services","Services axés sur le marché, le tourisme et la petite entreprises",Bankruptcy and Insolvency Act,Loi sur la faillite et l’insolvabilité,Insolvency,l’Insolvabilité,1.1.2,230,N,"ES,IO,PP",N,779248,12639,0,13291,Y,Yes https://www.ic.gc.ca/app/scr/bsf-osb/ins/login.html?lang=eng,Oui https://www.ic.gc.ca/app/scr/bsf-osb/ins/connexion.html?lang=fra,Y,Y,N,N,Y,Y,4,6,67,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-019,"Issue certificates of incorporations, amendment and dissolution (NFP Act and CBCA)","Délivrer des certificats de constitution, de modification et de dissolution (LCSA et Loi BNL).",EX,REG,Corporations Canada processes applications and issues certificates for federal business corporations and Not-for-Profit corporations.,Corporations Canada traite les demandes et délivre des certificats pour les sociétés par actions et les organisations à but non lucratif de régime fédéral.,"Small Business, Tourism Marketplace Services","Services axés sur le marché, le tourisme et la petite entreprises",Canada Business Corporations Act and Canada Not-for-profit Corporations Act,Loi canadienne sur les sociétés par actions et Loi canadienne sur les organisations à but non lucratif,Federal Incorporations,Incorporation de régime fédéral,1.1.3,230,N,"ES,IO",Y,68584,NA,NA,1512,Y,Yes http://corporationscanada.ic.gc.ca/eic/site/cd-dgc.nsf/eng/cs06726.html,Oui http://corporationscanada.ic.gc.ca/eic/site/cd-dgc.nsf/fra/cs06726.html,Y,Y,Y,Y,Y,Y,6,6,100,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
2017-2018-ISED-018,Provide compliance and existence certificates for federal corporations - (CBCA and NFP Act) ,Délivrer des certificats de conformité et des certificat d'existence pour les sociétés de régime fédéral (LCSA et Loi BNL),EX,REG,"Corporations Canada processes requests for Certificate of Compliance and for Certificate of Existence.  A Certificatae of Compliance certifies that a particular federal corporation exists, has filed the required Annual Return and has paid all required fees. A Certificate of Existence certifies that the corporation: exists on a specific date or existed during a specific period. Corporations Canada also provides copies of documents that are required to be sent under an act it administers.","Corporations Canada traite les demandes de Certificats de conformité et de Certificat d'existence. Un Certificat de conformité atteste qu'une société de régime fédéral donné existe, qu'elle a déposé les rapports annuels requis et acquitté tous les droits prescrits. Un Certificat d'existence certifie que la société existait à une date précise ou existait pendant une période précise. Corporations Canada fournit également des copies de documents dont l'envoi est requis en vertu des lois qu'il administre.","Small Business, Tourism Marketplace Services","Services axés sur le marché, le tourisme et la petite entreprises",Canada Business Corporations Act and Not-for-profit Corporations Act,Loi canadienne sur les sociétés par actions et Loi canadienne sur les organisations à but non lucratif,Federal Incorporations,Incorporation de régime fédéral,1.1.3,230,N,"ES,IO",Y,18699,NA,NA,64,Y,Yes http://corporationscanada.ic.gc.ca/eic/site/cd-dgc.nsf/eng/cs06726.html,Oui http://corporationscanada.ic.gc.ca/eic/site/cd-dgc.nsf/fra/cs06726.html,N,N,Y,Y,Y,Y,4,6,67,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
